实验序号,亲本甲配子,亲本乙配子,后代基因型,胚乳性状,粒形,性状组合
7717,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7718,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7719,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7720,wY,wY,wwYY,糯性,长粒,糯性长粒
7721,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7722,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7723,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7724,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7725,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7726,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7727,wY,wy,wwYy,糯性,长粒,糯性长粒
7728,wy,wy,wwyy,糯性,短粒,糯性短粒
7729,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7730,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7731,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7732,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7733,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7734,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7735,wY,wY,wwYY,糯性,长粒,糯性长粒
7736,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7737,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7738,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7739,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7740,wY,wY,wwYY,糯性,长粒,糯性长粒
7741,wY,wy,wwYy,糯性,长粒,糯性长粒
7742,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7743,wy,wY,wwYy,糯性,长粒,糯性长粒
7744,wY,wY,wwYY,糯性,长粒,糯性长粒
7745,wY,wy,wwYy,糯性,长粒,糯性长粒
7746,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7747,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7748,wy,wY,wwYy,糯性,长粒,糯性长粒
7749,wY,wY,wwYY,糯性,长粒,糯性长粒
7750,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7751,wy,wY,wwYy,糯性,长粒,糯性长粒
7752,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7753,wY,wY,wwYY,糯性,长粒,糯性长粒
7754,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7755,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7756,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7757,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7758,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7759,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7760,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7761,wy,wY,wwYy,糯性,长粒,糯性长粒
7762,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7763,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7764,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7765,wY,wy,wwYy,糯性,长粒,糯性长粒
7766,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7767,wy,wY,wwYy,糯性,长粒,糯性长粒
7768,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7769,wy,wY,wwYy,糯性,长粒,糯性长粒
7770,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7771,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7772,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7773,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7774,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7775,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7776,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7777,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7778,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7779,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7780,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7781,wY,wY,wwYY,糯性,长粒,糯性长粒
7782,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7783,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7784,wY,wY,wwYY,糯性,长粒,糯性长粒
7785,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7786,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7787,wY,wY,wwYY,糯性,长粒,糯性长粒
7788,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7789,wY,wY,wwYY,糯性,长粒,糯性长粒
7790,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7791,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7792,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7793,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7794,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7795,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7796,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7797,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7798,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7799,wy,wy,wwyy,糯性,短粒,糯性短粒
7800,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7801,wy,wy,wwyy,糯性,短粒,糯性短粒
7802,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7803,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7804,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7805,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7806,wy,wy,wwyy,糯性,短粒,糯性短粒
7807,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7808,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7809,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7810,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7811,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7812,wy,wY,wwYy,糯性,长粒,糯性长粒
7813,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7814,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7815,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7816,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7817,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7818,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7819,wy,wY,wwYy,糯性,长粒,糯性长粒
7820,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7821,wY,wY,wwYY,糯性,长粒,糯性长粒
7822,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7823,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7824,wy,wY,wwYy,糯性,长粒,糯性长粒
7825,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7826,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7827,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7828,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7829,wy,wY,wwYy,糯性,长粒,糯性长粒
7830,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7831,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7832,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7833,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7834,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7835,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7836,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7837,wy,wY,wwYy,糯性,长粒,糯性长粒
7838,wY,wY,wwYY,糯性,长粒,糯性长粒
7839,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7840,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7841,wY,wy,wwYy,糯性,长粒,糯性长粒
7842,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7843,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7844,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7845,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7846,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7847,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7848,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7849,wY,wY,wwYY,糯性,长粒,糯性长粒
7850,wY,wY,wwYY,糯性,长粒,糯性长粒
7851,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7852,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7853,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7854,wy,wy,wwyy,糯性,短粒,糯性短粒
7855,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7856,wy,wy,wwyy,糯性,短粒,糯性短粒
7857,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7858,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7859,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7860,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7861,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7862,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7863,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7864,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7865,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7866,wY,wy,wwYy,糯性,长粒,糯性长粒
7867,wy,wy,wwyy,糯性,短粒,糯性短粒
7868,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7869,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7870,wY,wy,wwYy,糯性,长粒,糯性长粒
7871,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7872,wY,wy,wwYy,糯性,长粒,糯性长粒
7873,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7874,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7875,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7876,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7877,wY,wy,wwYy,糯性,长粒,糯性长粒
7878,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7879,wY,wY,wwYY,糯性,长粒,糯性长粒
7880,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7881,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7882,wy,wY,wwYy,糯性,长粒,糯性长粒
7883,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7884,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7885,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7886,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7887,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7888,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7889,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7890,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7891,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7892,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7893,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7894,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7895,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7896,wy,wY,wwYy,糯性,长粒,糯性长粒
7897,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7898,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7899,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7900,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7901,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7902,wY,wY,wwYY,糯性,长粒,糯性长粒
7903,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7904,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7905,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7906,wy,wy,wwyy,糯性,短粒,糯性短粒
7907,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7908,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7909,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7910,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7911,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7912,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7913,wY,wy,wwYy,糯性,长粒,糯性长粒
7914,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7915,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7916,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7917,wY,wy,wwYy,糯性,长粒,糯性长粒
7918,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7919,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7920,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7921,wY,wy,wwYy,糯性,长粒,糯性长粒
7922,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7923,wy,wY,wwYy,糯性,长粒,糯性长粒
7924,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7925,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7926,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7927,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7928,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7929,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7930,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7931,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7932,wy,wy,wwyy,糯性,短粒,糯性短粒
7933,wY,wy,wwYy,糯性,长粒,糯性长粒
7934,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7935,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7936,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7937,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7938,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7939,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7940,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7941,wy,wy,wwyy,糯性,短粒,糯性短粒
7942,wy,wy,wwyy,糯性,短粒,糯性短粒
7943,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7944,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7945,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7946,wy,wy,wwyy,糯性,短粒,糯性短粒
7947,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7948,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7949,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7950,wy,wY,wwYy,糯性,长粒,糯性长粒
7951,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7952,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7953,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7954,WY,WY,WWYY,非糯性,长粒,非糯性长粒
7955,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7956,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7957,wY,wY,wwYY,糯性,长粒,糯性长粒
7958,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7959,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7960,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7961,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7962,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7963,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7964,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7965,wy,wY,wwYy,糯性,长粒,糯性长粒
7966,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7967,wy,wy,wwyy,糯性,短粒,糯性短粒
7968,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7969,wy,wY,wwYy,糯性,长粒,糯性长粒
7970,WY,wy,WwYy,非糯性,长粒,非糯性长粒
7971,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7972,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7973,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7974,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7975,wY,wy,wwYy,糯性,长粒,糯性长粒
7976,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7977,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7978,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7979,wy,wY,wwYy,糯性,长粒,糯性长粒
7980,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7981,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
7982,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7983,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7984,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7985,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7986,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
7987,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7988,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7989,wy,WY,WwYy,非糯性,长粒,非糯性长粒
7990,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
7991,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7992,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7993,WY,wY,WwYY,非糯性,长粒,非糯性长粒
7994,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
7995,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
7996,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
7997,wY,WY,WwYY,非糯性,长粒,非糯性长粒
7998,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
7999,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8000,wy,wY,wwYy,糯性,长粒,糯性长粒
8001,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8002,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8003,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8004,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8005,wy,wY,wwYy,糯性,长粒,糯性长粒
8006,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8007,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8008,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8009,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8010,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8011,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8012,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8013,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8014,wy,wy,wwyy,糯性,短粒,糯性短粒
8015,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8016,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8017,wY,wY,wwYY,糯性,长粒,糯性长粒
8018,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8019,wY,wy,wwYy,糯性,长粒,糯性长粒
8020,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8021,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8022,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8023,wy,wY,wwYy,糯性,长粒,糯性长粒
8024,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8025,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8026,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8027,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8028,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8029,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8030,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8031,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8032,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8033,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8034,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8035,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8036,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8037,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8038,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8039,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8040,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8041,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8042,wY,wY,wwYY,糯性,长粒,糯性长粒
8043,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8044,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8045,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8046,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8047,wy,wY,wwYy,糯性,长粒,糯性长粒
8048,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8049,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8050,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8051,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8052,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8053,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8054,wY,wY,wwYY,糯性,长粒,糯性长粒
8055,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8056,wY,wY,wwYY,糯性,长粒,糯性长粒
8057,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8058,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8059,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8060,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8061,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8062,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8063,wY,wY,wwYY,糯性,长粒,糯性长粒
8064,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8065,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8066,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8067,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8068,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8069,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8070,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8071,wy,Wy,Wwyy,非糯性,短粒,非糯性短粒
8072,wy,wY,wwYy,糯性,长粒,糯性长粒
8073,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8074,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8075,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8076,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8077,wy,wy,wwyy,糯性,短粒,糯性短粒
8078,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8079,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8080,wy,wY,wwYy,糯性,长粒,糯性长粒
8081,wY,wY,wwYY,糯性,长粒,糯性长粒
8082,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8083,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8084,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8085,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8086,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8087,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8088,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8089,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8090,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8091,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8092,wy,wY,wwYy,糯性,长粒,糯性长粒
8093,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8094,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8095,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8096,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8097,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8098,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8099,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8100,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8101,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8102,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8103,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8104,wy,wy,wwyy,糯性,短粒,糯性短粒
8105,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8106,wy,wy,wwyy,糯性,短粒,糯性短粒
8107,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8108,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8109,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8110,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8111,wy,wY,wwYy,糯性,长粒,糯性长粒
8112,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8113,wY,wY,wwYY,糯性,长粒,糯性长粒
8114,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8115,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8116,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8117,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8118,wY,wy,wwYy,糯性,长粒,糯性长粒
8119,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8120,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8121,Wy,Wy,WWyy,非糯性,短粒,非糯性短粒
8122,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8123,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8124,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8125,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8126,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8127,wY,wy,wwYy,糯性,长粒,糯性长粒
8128,wy,wy,wwyy,糯性,短粒,糯性短粒
8129,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8130,wy,wY,wwYy,糯性,长粒,糯性长粒
8131,wy,wY,wwYy,糯性,长粒,糯性长粒
8132,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8133,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8134,Wy,wY,WwYy,非糯性,长粒,非糯性长粒
8135,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8136,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8137,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8138,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8139,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8140,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8141,WY,WY,WWYY,非糯性,长粒,非糯性长粒
8142,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8143,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8144,WY,wY,WwYY,非糯性,长粒,非糯性长粒
8145,wy,wY,wwYy,糯性,长粒,糯性长粒
8146,wY,WY,WwYY,非糯性,长粒,非糯性长粒
8147,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8148,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8149,wy,wy,wwyy,糯性,短粒,糯性短粒
8150,wy,wY,wwYy,糯性,长粒,糯性长粒
8151,wy,wy,wwyy,糯性,短粒,糯性短粒
8152,WY,wy,WwYy,非糯性,长粒,非糯性长粒
8153,Wy,WY,WWYy,非糯性,长粒,非糯性长粒
8154,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8155,WY,Wy,WWYy,非糯性,长粒,非糯性长粒
8156,wy,wy,wwyy,糯性,短粒,糯性短粒
8157,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8158,wY,Wy,WwYy,非糯性,长粒,非糯性长粒
8159,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8160,wy,wY,wwYy,糯性,长粒,糯性长粒
8161,Wy,wy,Wwyy,非糯性,短粒,非糯性短粒
8162,wy,WY,WwYy,非糯性,长粒,非糯性长粒
8163,wy,wy,wwyy,糯性,短粒,糯性短粒
